id,category,score,status,dealer,url,price_usd,condition,city_state,year,model,finish,serial,weight_lbs,nut_width_in,fret1_depth_in,fret12_depth_in,neck_profile,shoulder_description,fingerboard_radius,pickups,case_included,modifications,measurements_source,date_discovered,last_confirmed_active
g285,es_335,71.3,ACTIVE,Parkway Music,https://reverb.com/item/93468792-gibson-custom-1961-es-335-reissue-vos-vintage-burst,5999.0,Brand New,"Clifton Park, NY",,Custom Shop 1961 ES-335 Reissue VOS,Custom,150692,7.7812,,,,SlimTaper 60s C,,,Custombucker Alnico III,Hardshell case + COA,,,2026-07-30,2026-08-01
g133,les_paul,71.2,ACTIVE,Reverb – The Guitar Broker,https://reverb.com/item/99761626-gibson-les-paul-std-lp-60-reissue-2003-fabulous-example-w-a-rare-brazilian-fingerboard-very-light-ready-to-enjoy,9995.0,Excellent (seller: near mint),"Fort Lauderdale, FL",2003,"Gibson Custom Shop 1960 Les Paul Standard Reissue (R0), Brazilian rosewood board run",Faded Cherry burst (Unburst-adjacent) over flame top,Not published (pots dated 2003),8.81,,,,1960 slim taper per R0 model spec; carve measurements not published,,"12""","Factory PAF-style, original pots dated 2003, all original","Original brown hardshell + brown COA booklet, tags, candy",None noted; all original,dealer measured,2026-07-27,2026-08-01
g273,es_335,71.2,ACTIVE,Chicago Music Exchange,https://reverb.com/item/99648769-gibson-custom-shop-1961-es-335-reissue-sixties-cherry-murphy-lab-heavy-aged-serial-160390,8999.0,Brand New,"Chicago, IL",2024,Custom Shop 1961 ES-335 Reissue Murphy Lab Heavy Aged,Sixties Cherry,160390,7.4375,,,,Authentic '61 SlimTaper,,,Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g279,es_335,70.9,ACTIVE,Steve's Guitar Depot,https://reverb.com/item/96560395-gibson-es-335-custom-shop-61-vos,4450.0,Excellent,"Canyon Lake, TX",2022,Custom Shop '61 ES-335 Reissue VOS,Sixties Cherry,,7.3,,,,'61 Skinny C,,,Custombucker,Original Gibson case + COA,,,2026-07-30,2026-08-01
g018,es_335,70.6,ACTIVE,Reverb – Jimmy Wallace Guitars,https://reverb.com/item/42945403-gibson-es-335-1979-walnut,5345.0,Very Good,"Garland, TX",1979,Gibson ES-335,Walnut,70119025,7.44,1.6875,0.795,0.975,,1st-fret depth .795 sits in ideal 0.76-0.82 band,,Stock late-70s Gibson humbuckers (not specified by seller),Original case,None noted; small finish blemish on back of neck,dealer measured,2026-07-19,2026-08-01
g290,es_335,70.5,ACTIVE,Fuller's Guitar,https://reverb.com/item/91377875-gibson-custom-shop-1961-es-335-vos-reissue-sixties-cherry,5999.0,Brand New,"Houston, TX",,Custom Shop 1961 ES-335 Reissue VOS,Sixties Cherry,150313,7.375,,,,SlimTaper 60s C,,,Custombucker,Hardshell case,,,2026-07-30,2026-08-01
g085,es_335,69.9,ACTIVE,Reverb – Alan's Guitar Room (private seller),https://reverb.com/item/89834666-tokai-es-220-2022-cherry,2000,Mint (like new),"Califon, NJ (~1h15m from Manhattan)",2022,Tokai ES-220 SR 335-style (top-tier MIJ ES series),See-through Cherry Red,,7.84,1.614,,,Not stated (seller sold because 41mm nut felt narrow to him),,,Tokai vintage PAF-style humbuckers,Original Tokai plush-lined hardshell case,"None - babied, factory fresh",dealer measured,2026-07-20,2026-08-01
g141,les_paul,69.9,ACTIVE,Retrofret,https://retrofret.com/products/gibson-les-paul-56-custom-shop-solid-body-electric-guitar-2025-13129,8500.0,,,2025,Les Paul '56 Custom Shop reissue,All Gold,6-5068,8.16,1.6875,,,,,,,True,,,2026-07-30,2026-08-01
g091,les_paul,68.7,PRICE DROP,Reverb – Dietze Music,https://reverb.com/item/98846758-gibson-wildwood-spec-1959-les-paul-standard-vos-2025-kindred-burst,5000.0,Excellent (like new; minor headstock hook rash),"Omaha, NE",2025,Gibson Custom Shop Wildwood Spec 1959 Les Paul Standard VOS,Kindred Burst,,8.4,1.695,0.88,0.98,Authentic '59 Medium C,Medium-chunky rounded '59 carve,"12""",Wildwood Spec Custombuckers (unpotted),Brown/Pink Lifton Reissue case with Wildwood Spec badge,None noted,dealer measured,2026-07-21,2026-08-01
g049,es_335,68.2,SOLD,Wildwood Guitars,https://wildwoodguitars.com/products/es-335-satin-dot-30,2999,New,"Louisville, CO",2022,Gibson ES-335 Satin Dot (USA),Satin Cherry,224830006,7.51,1.695,0.85,0.96,Rounded C,"Medium rounded C, .850/.960 - fuller than target windows","12""",2 Calibrated T-Type humbuckers,Gibson hardshell,,dealer measured,2026-07-19,2026-07-30
g016,es_335,68.0,ACTIVE,Reverb – Garrett Park Guitars,https://reverb.com/item/92077232-1970-gibson-es-335-make-an-offer,6800.0,Excellent,"Annapolis, MD",1970,Gibson ES-335 (orange label),Sunburst,952094,7.63,1.625,,,Very comfortable D shape (per seller),D profile — matches slim/fast-D preference,,Original patent-era humbuckers (all original electronics),Original hardshell case plus original hangtag,None — all original,dealer measured,2026-07-19,2026-08-01
g136,les_paul,68.0,ACTIVE,Reverb – Osh's Gear (private seller),https://reverb.com/item/99768672,6500.0,Excellent,"Placentia, CA",,"Gibson Custom Shop Murphy Lab '59 Les Paul Standard Reissue, Heavy Aged",Heritage Cherry with dark back (rare combo per seller),,8.63,,,,"'59 C per seller ('not too chunky, not too slim'); no measurements",Typical rounded '59 C per seller,,Stock Custombuckers (assumed),Not specified,None stated; smoke-free home,dealer measured,2026-07-28,2026-08-01
g222,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/94655810-gibson-custom-les-paul-60th-anniversary-limited-edition-v2-2020-tomato-soup-burst-001709,6995.0,Brand New,,2020,Les Paul 60th Anniversary Limited Edition V2,Tomato Soup Burst #001709,,8.8,,,,V2 Neck,,,,False,changed,,2026-07-30,2026-08-01
g224,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/94655299-gibson-custom-les-paul-60th-anniversary-limited-edition-v2-2020-tomato-soup-burst-001546,6995.0,Brand New,,2020,Les Paul 60th Anniversary Limited Edition V2,Tomato Soup Burst #001546,,8.4,,,,V2 Neck,,,,False,changed,,2026-07-30,2026-08-01
g254,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80789835-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-2020-001591-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2  #001591,Tomato Soup Burst,001591,8.8,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g262,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80214704-gibson-custom-shop-60th-anniversary-60-les-paul-standard-001548-reissue-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue #001548V2,Tomato Soup Burst #001548,001548,8.625,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g263,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80213549-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-001511-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue #001511 V2,Tomato Soup Burst,001511,8.562,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g264,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/79746947-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-001661v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue  #001661  V2,Tomato Soup Burst,001661,8.35,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g265,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80213212-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-001505-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2 #001505,Tomato Soup Burst,001505,8.67,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g266,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80113579-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-001641-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue #001641  V2,Tomato Soup Burst,001641,8.6,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g267,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80113342-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-001581-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue  #001581   V2,Tomato Soup Burst,001581 8,8.75,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g269,les_paul,67.8,ACTIVE,Guitar Showcase,https://reverb.com/item/79395606-gibson-custom-shop-60th-anniversary-60-les-paul-standard-001710-reissue-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue  #001710   V2,Tomato Soup Burst,001710,8.75,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g104,es_335,67.5,ACTIVE,Reverb – Samsons Select Guitars (private seller),https://reverb.com/item/92693660-gibson-es-335-td-1976-wine-red,3600,Very Good,"Hobe Sound, FL",1976,Gibson ES-335TD,Wine Red,,7.63,,,,"3-piece Norlin neck, profile not stated",,,Original 1976 Gibson humbuckers (T-top/tarback era),Non-original genuine Gibson Custom Shop case,All original except one non-original ABR-1 screw (original included); headstock lacquer chip (no wood damage); 3 fret-related binding cracks,dealer measured,2026-07-22,2026-08-01
g109,les_paul,67.5,ACTIVE,Reverb – Tone House Studios,https://reverb.com/item/97917799-1978-greco-eg-500-les-paul-custom-mij-cherry-burst-guitar-with-gigbag,1599.99,"Very Good (honest wear, hardware pitting)","West Babylon, NY (Long Island)",1978,Greco EG-500 Les Paul Custom style (FujiGen lawsuit-era MIJ),Cherry Burst,H787528,8.19,1.72,0.891,1.03,Comfortable and substantial vintage-inspired profile,"12th-fret 1.03 well over target - full shoulders, not slim-taper",,Stock Greco humbuckers,Gig bag only,D-string tuner replaced with Gotoh; otherwise stock,dealer measured,2026-07-22,2026-08-01
g139,es_335,67.0,ACTIVE,Reverb – Milwaukee Vintage,https://reverb.com/item/99793899-all-original-1970-1971-gibson-es-335-cherry-with-ohsc-rare-factory-lyre-vibrola-orange-label,7995,Excellent (light scuffs on back; frets near-unworn),"Milwaukee, WI",1970,Gibson ES-335TD with rare factory Maestro Lyre Vibrola,Cherry,633734,8.08,1.593,,,Narrow-nut early-70s (profile not stated),,,"Original humbuckers, all original electronics",Original hardshell case (very good),None - 100% original; 14-day return policy,dealer measured,2026-07-29,2026-08-01
g105,es_335,67.0,ACTIVE,Reverb – Nationwide Guitars,https://reverb.com/item/85044474-1973-gibson-es-335-walnut-collector-clean-condition-with-original-case-patent-sticker-pickups,5499,Excellent,"Columbia, MD",1973,Gibson ES-335TD,Walnut,,7.45,,,,"Mahogany Norlin neck, profile not stated",,,Two patent-sticker humbuckers,"Original black Tolex Gibson hardshell, purple lining","None stated; all original, collector-clean, trapeze tailpiece",dealer measured,2026-07-22,2026-08-01
g313,es_335,67.0,ACTIVE,Dave's Guitar Shop,https://reverb.com/item/99708696-gibson-usa-es-335-figured-16,2995,Very Good,"La Crosse, WI",2016,ES-335 Figured (Memphis factory),Cherry,,7.8,,,,Rounded C,,,not stated (stock),Gibson hardshell,none noted,,2026-08-01,2026-08-01
g225,les_paul,66.8,ACTIVE,Guitar Showcase,https://reverb.com/item/94654068-gibson-les-paul-60th-anniversary-limited-edition-v2-2021-tomato-soup-burst-001724,6995.0,Brand New,,2021,Les Paul 60th Anniversary Limited Edition V2,Tomato Soup Burst #001724,,8.85,,,,V2 Neck,,,,False,changed,,2026-07-30,2026-08-01
g093,les_paul,66.7,ACTIVE,Reverb – G-Brat's Guitars,https://reverb.com/item/99292558-2024-gibson-les-paul-59-custom-shop-r9-murphy-lab-ultra-light-aged-slow-ice-tea-fade,6999,"Excellent (one owner, 100% original)","Ovilla, TX",2024,Gibson Custom Shop 1959 Les Paul Standard Reissue (R9) Murphy Lab Ultra Light Aged,Slow Iced Tea Fade,9 4xxx (partial),8.8,1.687,0.92,0.999,Rounded C (authentic '59),Full rounded '59 shoulders - substantially chunkier than target,,Gibson Custombuckers,"Original Gibson Lifton brown/pink case, case candy, Murphy Lab COA",None; fresh 10-46 strings,dealer measured,2026-07-21,2026-08-01
g252,les_paul,66.7,ACTIVE,Guitar Showcase,https://reverb.com/item/81059086-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-2020-001517-tomato-soup-burst,6999.0,Brand New,,2020  #001517,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2,Tomato Soup Burst,001517,8.25,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g202,les_paul,66.6,ACTIVE,6strings4sale,https://reverb.com/item/75211577-2010-gibson-custom-shop-gold-book-50th-anniversary-60-les-paul-standard-reissue-lpr0-version-2-light-iced-tea-burst,5890.0,Excellent,,2010 - 2011,2010 Custom Shop 50th Anniversary '60 Les Paul Standard Reissue Version 2,Light Iced Tea Burst,,8.69,,0.83,0.95,,,,,,,,2026-07-30,2026-08-01
g124,les_paul,66.5,ACTIVE,Reverb – Point Guitars,https://reverb.com/item/99612401-2026-gibson-custom-shop-les-paul-standard-59-reissue-r9-vos-iced-tea-burst,4999,Mint,"Morgantown, PA",2026,Gibson Custom Shop 1959 Les Paul Standard Reissue (R9) VOS,Iced Tea Burst,,8.2,,,,'59 Reissue profile (not measured by shop),,"12""",Custombuckers (stock; all original),"OHSC, COA, case candy",None; fresh pro setup,dealer measured,2026-07-25,2026-08-01
g271,les_paul,66.5,ACTIVE,Guitar Showcase,https://reverb.com/item/79146552-gibson-custom-shop-les-paul-1960-v2-ltd-ed-anniv-reissue-2020-001502-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop Les Paul 1960 V2 Ltd. Edition Anniversary Reissue,Tomato Soup Burst,001502,8.5,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g291,es_335,66.2,ACTIVE,Lovies Guitars ,https://reverb.com/item/90332817-vintage-1979-gibson-es-335-pro-semi-hollow-electric-guitar-sunburst-ohsc,3595.0,Very Good,"Thousand Oaks, CA",1979,ES-335 Pro (Norlin),Sunburst,72039058,7.85,1.6875,0.75,0.945,,,,Dirty Fingers (stock on ES-335 Pro),Original hardshell case,Two screw holes from removed Roland synth pickup; otherwise all original,,2026-07-30,2026-08-01
g022,es_335,66.0,SOLD,Reverb – Mahar's Vintage Guitars,https://reverb.com/item/99230111-gibson-wildwood-memphis-es-335-63-reissue-2015-flamey-blonde,5199.95,Excellent,"Chico, CA",2015,Gibson Memphis ES-335 '63 Reissue (Wildwood exclusive),'Redneck Blonde' with flame maple,,7.69,1.6875,0.835,,Soft C '63,Softer '63 C — slimmer than a '59 but .835 1st fret is above 0.82 ceiling,12 in,Sunbear Alnico III neck (7.26k) / Alnico IV bridge (8.34k); original Memphis pickups included in case,"Original case, paperwork, and COA",Pickups swapped to Sunbears (reversible; originals included),dealer measured,2026-07-19,2026-07-20
g253,les_paul,65.5,ACTIVE,Guitar Showcase,https://reverb.com/item/80918240-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-001667-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2 #001667,Tomato Soup Burst,001667,8.188,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g087,es_335,65.0,ACTIVE,Reverb – The Music Zoo,https://reverb.com/item/94282043-yamaha-sa2200-semi-hollow-violin-sunburst,3099.99,Brand New,"Farmingdale, NY (Long Island showroom)",2025,Yamaha SA-2200 semi-hollow (MIJ),Violin Sunburst,,8.44,,0.85,0.91,Yamaha soft-D / medium C,Soft D per Yamaha factory spec,"13.75""",Yamaha Alnico V humbuckers w/ push-push coil splits,Hardshell case,None (new),dealer measured,2026-07-20,2026-08-01
g223,les_paul,64.8,ACTIVE,Guitar Showcase,https://reverb.com/item/94654693-gibson-custom-les-paul-60th-anniversary-limited-edition-v2-2020-tomato-soup-burst-001542,6995.0,Brand New,,2020,Les Paul 60th Anniversary Limited Edition V2,Tomato Soup Burst #001542,,8.95,,,,V2 Neck,,,,False,changed,,2026-07-30,2026-08-01
g259,les_paul,64.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80508746-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-001797-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2,Tomato Soup Burst,001797,8.95,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g294,es_335,64.6,ACTIVE,Gibson Demo Shop,https://reverb.com/item/88275205-gibson-custom-1961-es-335-reissue-vintage-burst-vos-demo,5409.0,Good,"Nashville, TN",2022,Custom Shop 1961 ES-335 Reissue VOS (Gibson Demo Shop),Vintage Burst VOS,,7.65,1.69,0.87,0.972,Authentic '61 Skinny C,,,Custombucker Alnico III,Hardshell case + Demo Shop COA,Back of headstock stamped Demo,,2026-07-30,2026-08-01
g013,es_335,64.5,SOLD,Reverb – Nutmeg Vintage Guitars LLC,https://reverb.com/item/99166257-gibson-es-335td-1972-ice-tea-sunburst-7-8-lbs,4089.35,Excellent,"South Windsor, CT",1972,Gibson ES-335TD,Ice Tea Sunburst,,7.8,,,,,,,Original embossed-cover Gibson humbuckers (1972 pat.-number/T-top era),Original hardshell case,None noted; only flaw is a headstock-top scuff,dealer measured,2026-07-19,2026-07-29
g160,les_paul,64.5,ACTIVE,TR Crandall Guitars,https://trcrandall.com/products/2023-gibson-les-paul-murphy-lab-r8,4999.0,,,2023,Custom Shop Murphy Lab 1958 Les Paul Reissue (R8),,,8.81,1.69,0.92,,,,,,True,,,2026-07-30,2026-08-01
g211,les_paul,64.5,ACTIVE,Anderson Music Outlet,https://reverb.com/item/99206808-2023-gibson-les-paul-standard-60s-bourbon-burst-8-6-lbs,2099.0,Excellent,,2023,Les Paul Standard '60s,Bourbon Burst,,8.6,,,,,,,BurstBucker,True,,,2026-07-30,2026-08-01
g212,les_paul,64.5,ACTIVE,MIMOSA MUSIC,https://reverb.com/item/98908249-gibson-custom-shop-murphy-lab-59-les-paul-standard-reissue-2023-ultra-light-aging-as-new-with-all-tags-coa-original-case,6499.99,Mint,,,Custom Shop Murphy Lab '59 Les Paul Standard Reissue Ultra Light Aged,,,8.719,,,,,,,,True,,,2026-07-30,2026-08-01
g213,les_paul,64.5,ACTIVE,Thunder Road Guitars PDX,https://reverb.com/item/98663410-2023-gibson-custom-shop-58-reissue-wildwood-spec-murphy-lab-light-aged-factory-burst-831466,4899.0,Excellent,,2023,Custom Shop '58 Reissue Wildwood Spec Murphy Lab Light Aged,Factory Burst,831466,8.375,,,,,,,,True,,,2026-07-30,2026-08-01
g215,les_paul,64.5,SOLD,chris's Gear Outlet,https://reverb.com/item/98528528-gibson-custom-shop-murphy-lab-59-les-paul-standard-reissue-light-aged,5261.0,Excellent,,,Custom Shop Murphy Lab '59 Les Paul Standard Reissue Light Aged,,,8.7,,,,,,,,False,,,2026-07-30,2026-07-31
g303,les_paul,64.5,ACTIVE,Select Plus+ Guitars+ Amps+ Gear,https://reverb.com/item/99959692-gibson-les-paul-standard-60s-2025-8-56-lbs-a-lovely-burst-minty,2350.0,Excellent,,2025,Les Paul Standard '60s,"Burst (reddish/brown, mild flame)",,8.5625,,,,,,,60s Burstbuckers (original),True,none stated / all original,,2026-08-01,2026-08-01
g227,les_paul,64.2,ACTIVE,JL Guitars,https://reverb.com/item/92649271-gibson-wildwood-spec-60th-anniversary-custom-shop-59-les-paul-standard-historic-reissue,5999.0,Mint,,2019,Wildwood Spec Custom Shop '59 Les Paul Standard Historic 60th Anniversary Reissue Gloss,Kindred Burst - Gloss,,8.281,,,,,,,PAF,True,,,2026-07-30,2026-08-01
g181,les_paul,64.0,ACTIVE,Moe's Guitars,https://reverb.com/item/99290734-gibson-les-paul-1960-ro-2004-sunburst,5999.0,Excellent,,2004,Les Paul 1960 Reissue (RO),Sunburst,prefix,8.69,,,,,,,,True,,,2026-07-30,2026-08-01
g187,les_paul,64.0,ACTIVE,The Mix Doc,https://reverb.com/item/97679807-gibson-custom-shop-60-les-paul-standard-reissue-2019-present-iced-tea-burst-vos,5449.95,Excellent,,2019 - Present,Custom Shop '60 Les Paul Standard Reissue,Iced Tea Burst VOS,,8.6,,,,,,,,True,,,2026-07-30,2026-08-01
g216,les_paul,64.0,ACTIVE,The Mouseion Collection,https://reverb.com/item/40243504-gibson-custom-shop-60th-anniversary-59-les-paul-standard-reissue-slow-iced-tea-fade,5999.0,Excellent,,2019,Custom Shop 60th Anniversary '59 Les Paul Standard Reissue,Slow Iced Tea Fade,,8.688,,,,,,,,True,,,2026-07-30,2026-08-01
g307,les_paul,64.0,ACTIVE,Thunder Road Guitars PDX,https://reverb.com/item/99913038-2022-gibson-custom-shop-les-paul-r7-murphy-lab-uha-gold-top-72604-pdx,6529.0,Excellent,,2022,Custom Shop 1957 Les Paul R7 Murphy Lab Ultra Heavy Aged,Gold Top,72604,8.9375,1.6875,0.91,1.0,'57 rounded (.91/1.00),,,Custombuckers,True,none stated / all original,,2026-08-01,2026-08-01
g096,es_335,63.8,ACTIVE,Reverb – Killer Vintage Specialty Guitars,https://reverb.com/item/87255551-gibson-es-335td-1974-cherry,5999.0,"Very Good (all original, light checking, minimal fret wear)","Dallas, TX",1974,Gibson ES-335TD,Cherry,511122,7.312,1.602,,,"Not measured; dealer: 'very comfortable, doesn't get too chunky up the neck'","No caliper depths; described comfortable, not chunky","12""","Original pickups/pots (T-Top era), untouched electronics",Non-original good-quality aftermarket hardshell case,None - all original,dealer measured,2026-07-21,2026-08-01
g261,les_paul,63.8,ACTIVE,Guitar Showcase,https://reverb.com/item/80479067-gibson-1960-reissue-les-paul-v2-001655-2021-tomato-soup-burst,6995.0,Brand New,,2021,1960 Reissue Les Paul V2 #001655,Tomato Soup Burst,001655,8.688,,,,,,,,False,changed,,2026-07-30,2026-08-01
g268,les_paul,63.8,ACTIVE,Guitar Showcase,https://reverb.com/item/79753614-gibson-custom-shop-60th-anniversary-60-les-paul-standard-001515-reissue-v2-2020-tomato-soup-burst,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue #001515  V2,Tomato Soup Burst,001515,9.0,,,,V2,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g270,les_paul,63.7,ACTIVE,Guitar Showcase,https://reverb.com/item/79433737-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-02007-2020-v1-antiquity-burst,6999.0,Brand New,,2021,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue  #02007,Antiquity Burst,02007,8.1,,,,V1 neck,,,Custombucker,False,changed,,2026-07-30,2026-08-01
g169,les_paul,63.5,ACTIVE,Michael's Gear Outlet,https://reverb.com/item/97970400-gibson-custom-shop-57-les-paul-goldtop-reissue-2019-present-double-gold-vos,3292.0,Very Good,,2019 - Present,Custom Shop '57 Les Paul Goldtop Reissue,Double Gold VOS,,8.5,,,,,,,,,,,2026-07-30,2026-08-01
g180,les_paul,63.5,ACTIVE,JCFI,https://reverb.com/item/99454997-2023-gibson-usa-murphy-lab-59-les-paul-standard-r9-reissue-ultra-light-aged-1959-cobra-burst-guitar,4759.59,Very Good,,2023,Custom Shop Murphy Lab '59 Les Paul Standard Reissue Ultra Light Aged,Cobra Burst,934130 Here,8.8,,,,,,,,,,,2026-07-30,2026-08-01
g197,les_paul,63.5,ACTIVE,PedalsToMetal/EvanBuysPedals Showroom OPEN TO THE PUBLIC,https://reverb.com/item/93424133-2000-gibson-custom-shop-57-les-paul-standard-reissue-8lbs-6-2oz-x9573,4199.0,Very Good,,2000,Custom Shop Special Order '57 Les Paul Standard Reissue,,,8.39,,,,,,,,,,,2026-07-30,2026-08-01
g209,les_paul,63.5,ACTIVE,Rock City Sound,https://reverb.com/item/99754209-2011-gibson-custom-shop-59-les-paul-standard-reissue-washed-cherry-burst-vos-8-6-lbs,4150.0,Very Good,,2006 - 2012,Custom Shop '59 Les Paul Standard Reissue,Washed Cherry Burst VOS,,8.6,,,,,,,Burstbucker 1,True,,,2026-07-30,2026-08-01
g255,les_paul,63.5,ACTIVE,Guitar Showcase,https://reverb.com/item/80788304-gibson-custom-shop-60th-anniversary-59-les-paul-standard-reissue-92002-kindred-burst-gloss,7995.0,Brand New,,2021,Custom Shop 60th Anniversary '59 Les Paul Standard Reissue  #92002,Kindred Burst Gloss,92002,8.588,,,,,,,,False,changed,,2026-07-30,2026-08-01
g260,les_paul,63.5,ACTIVE,Guitar Showcase,https://reverb.com/item/80479281-gibson-1960-reissue-les-paul-v2-001553-2020-tomato-soup-burst,6995.0,Brand New,,2020,1960 Reissue Les Paul V2 #001553,Tomato Soup Burst,001553,8.812,,,,,,,,False,changed,,2026-07-30,2026-08-01
g305,les_paul,63.5,ACTIVE,Mike's Gear,https://reverb.com/item/99910854-gibson-les-paul-1960-reissue-custom-g0-r0-2008-dark-burst,3699.0,Very Good,,2008,1960 Les Paul Reissue R0 (G0 Guitar Center run),Dark Burst,,8.6,,,,,,,,True,none stated / all original,,2026-08-01,2026-08-01
g250,les_paul,63.3,ACTIVE,Detroit Guitar,https://reverb.com/item/83948236-gibson-custom-m2m-58-les-paul-standard-factory-burst-murphy-lab-light-aged,7299.0,Brand New,,,M2M '58 Les Paul Standard Factory Burst Murphy Lab Light Aged,Factory Burst,841241,8.875,,,,,,,Custombucker,True,,,2026-07-30,2026-08-01
g304,les_paul,63.2,ACTIVE,G-Brat's Guitars,https://reverb.com/item/99948932-2025-gibson-les-paul-custom-chambered-custom-shop-murphy-lab-ultra-light-aged-ebony,5999.0,Excellent,,2025,Les Paul Custom Murphy Lab Ultra Light Aged (chambered),"Ebony, Ultra Light Aged",CS50XXXX (partial in listing),8.3,,0.883,0.996,Medium C (.883/.996),,,Custombuckers,True,none stated / all original,,2026-08-01,2026-08-01
g190,les_paul,63.1,ACTIVE,Round Hill Music Co,https://reverb.com/item/96024858-gibson-custom-1959-les-paul-standard-reissue-vos-dirty-lemon,6699.0,Brand New,,1959,1959 Les Paul Standard Reissue VOS,,,8.4,,,,,,,,,,,2026-07-30,2026-08-01
g191,les_paul,63.1,ACTIVE,Round Hill Music Co,https://reverb.com/item/96024784-gibson-custom-1960-les-paul-standard-reissue-vos-washed-cherry-sunburst,6699.0,Brand New,,1960,1960 Les Paul Standard Reissue VOS,,,8.3,,,,,,,,,,,2026-07-30,2026-08-01
g125,es_335,63.0,ACTIVE,Reverb – Lidgett Music,https://reverb.com/item/99618148-gibson-custom-shop-murphy-lab-ultra-light-es-335-natural-blonde-pre-owned,4199,Very Good (real-world wear beyond the factory Ultra Light aging),"Council Bluffs, IA",2022,"Gibson Custom Shop 1959 ES-335 Reissue, Murphy Lab Ultra Light Aged",Vintage Natural (blonde),Dealer SKU A921245 (serial unpublished),7.88,1.67,0.89,0.98,'59 rounded (implied by model),Big '59 neck - not the slim target,,"Custombuckers (stock), neck 7.87k / bridge 7.82k",True,None stated; original hardshell case,dealer measured,2026-07-25,2026-08-01
g185,les_paul,63.0,ACTIVE,Marx Music,https://reverb.com/item/98383160-gibson-les-paul-custom-shop-historic-vos-1959-r9-reissue-2013-heritage-cherry-sunburst,5199.99,Very Good,,2013,Les Paul Custom Shop Historic VOS 1959 R9 Reissue,Heritage Cherry Sunburst,,8.5,,,,,,,,,,,2026-07-30,2026-08-01
